# Rebinned data: ./467483_SMA1p5_DMPC_Aug_RB.dat
# Original data: ./467483_SMA1p5_DMPC_Aug.dat
# q I dI
0.009888 0.015844 0.000150
0.010085 0.015661 0.000103
0.010348 0.015255 0.000097
0.010611 0.015694 0.000098
0.010874 0.015554 0.000094
0.011136 0.015140 0.000090
0.011399 0.015165 0.000086
0.011662 0.015270 0.000085
0.011925 0.015148 0.000080
0.012188 0.015077 0.000080
0.012451 0.014972 0.000079
0.012713 0.014909 0.000075
0.012976 0.014598 0.000072
0.013239 0.014574 0.000070
0.013502 0.014668 0.000071
0.013765 0.014530 0.000069
0.014028 0.014414 0.000067
0.014290 0.014305 0.000066
0.014553 0.014286 0.000066
0.014816 0.014178 0.000064
0.015079 0.014013 0.000062
0.015342 0.014036 0.000063
0.015604 0.013871 0.000061
0.015867 0.013921 0.000061
0.016196 0.013458 0.000048
0.016590 0.013394 0.000047
0.016984 0.013261 0.000046
0.017379 0.013231 0.000046
0.017773 0.013005 0.000044
0.018167 0.012832 0.000044
0.018561 0.012745 0.000043
0.018956 0.012561 0.000043
0.019350 0.012522 0.000042
0.019744 0.012416 0.000042
0.020138 0.012134 0.000041
0.020533 0.012093 0.000040
0.020927 0.011773 0.000040
0.021321 0.011628 0.000039
0.021781 0.011499 0.000033
0.022307 0.011285 0.000033
0.022832 0.011049 0.000032
0.023358 0.010847 0.000032
0.023884 0.010668 0.000031
0.024409 0.010441 0.000031
0.024935 0.010112 0.000030
0.025461 0.009985 0.000030
0.025986 0.009766 0.000029
0.026578 0.009506 0.000026
0.027235 0.009243 0.000026
0.027892 0.009020 0.000025
0.028549 0.008700 0.000025
0.029206 0.008467 0.000024
0.029863 0.008099 0.000024
0.030520 0.007878 0.000024
0.031177 0.007623 0.000024
0.031900 0.007355 0.000022
0.032688 0.007103 0.000022
0.033477 0.006742 0.000022
0.034265 0.006482 0.000022
0.035054 0.006184 0.000021
0.035842 0.005890 0.000020
0.036696 0.005583 0.000018
0.037616 0.005316 0.000018
0.038536 0.004940 0.000018
0.039456 0.004672 0.000018
0.040376 0.004363 0.000017
0.041362 0.004128 0.000016
0.042413 0.003775 0.000016
0.043464 0.003526 0.000016
0.044516 0.003247 0.000016
0.045567 0.002986 0.000016
0.046684 0.002741 0.000015
0.047867 0.002468 0.000015
0.049049 0.002196 0.000015
0.050232 0.002055 0.000016
0.051481 0.001782 0.000044
0.052795 0.001552 0.000015
0.054109 0.001362 0.000014
0.055489 0.001213 0.000019
0.056934 0.001029 0.000020
0.058380 0.000905 0.000025
0.059825 0.000755 0.000263
0.061337 0.000668 0.000356
0.062914 0.000562 0.000045
0.064491 0.000531 0.000030
0.066133 0.000437 0.000046
0.067842 0.000411 0.000066
0.069616 0.000360 0.000051
0.071455 0.000396 0.000828
0.073295 0.000372 0.000614
0.075201 0.000435 0.000026
0.077172 0.000443 0.000077
0.079209 0.000493 0.000264
0.081311 0.000575 0.000033
0.083480 0.000601 0.000033
0.085714 0.000709 0.000374
0.088014 0.000809 0.000062
0.090379 0.000910 0.000013
0.092810 0.000973 0.000156
0.095307 0.001048 0.000028
0.097870 0.001119 0.000019
0.100498 0.001199 0.000027
0.103192 0.001263 0.000011
0.106017 0.001332 0.000010
0.108908 0.001336 0.009322
0.111865 0.001412 0.000011
0.114888 0.001433 0.000009
0.117976 0.001438 0.000010
0.121196 0.001462 0.000008
0.124547 0.001485 0.000008
0.127963 0.001482 0.000008
0.131446 0.001450 0.000015
0.135060 0.001463 0.000012
0.138805 0.001436 0.000008
0.142682 0.001431 0.000009
0.146624 0.001385 0.000007
0.150632 0.001342 0.000007
0.154772 0.001312 0.000008
0.159043 0.001269 0.000032
0.163445 0.001220 0.000009
0.167979 0.001150 0.000008
0.172644 0.001097 0.000008
0.177441 0.001013 0.000084
0.182369 0.000958 0.000006
0.187494 0.000867 0.000084
0.192816 0.000777 0.000011
0.198270 0.000686 0.000007
0.203855 0.000622 0.000145
0.209572 0.000525 0.000054
0.215485 0.000446 0.000012
0.221596 0.000394 0.000019
0.227904 0.000328 0.000021
0.234409 0.000277 0.000159
0.241045 0.000215 0.000018
0.247879 0.000213 0.000082
0.254975 0.000166 0.000076
0.262269 0.000156 0.000768
0.269759 0.000146 0.000087
0.277513 0.000128 0.000068
0.285463 0.000137 0.000137
0.293611 0.000129 0.000111
0.300313 0.000122 0.000088
