# Rebinned data: ./467495_SMA5p0_DMPC_Peak2_Jun_RB.dat
# Original data: ./467495_SMA5p0_DMPC_Peak2_Jun.dat
# q I dI
0.098880 0.006142 0.000174
0.100851 0.006273 0.000123
0.103479 0.005970 0.000121
0.106108 0.005815 0.000112
0.108736 0.005980 0.000109
0.111364 0.005851 0.000107
0.113992 0.006094 0.000100
0.116621 0.006251 0.000099
0.119249 0.005870 0.000096
0.121877 0.006055 0.000095
0.124505 0.005527 0.000094
0.127134 0.005649 0.000090
0.129762 0.005588 0.000085
0.132390 0.005682 0.000085
0.135019 0.005600 0.000081
0.137647 0.005534 0.000081
0.140275 0.005512 0.000079
0.142903 0.005655 0.000078
0.145532 0.005688 0.000076
0.148160 0.005377 0.000076
0.150788 0.005631 0.000076
0.153417 0.005384 0.000073
0.156045 0.005391 0.000072
0.158673 0.005320 0.000072
0.161958 0.005295 0.000057
0.165901 0.005427 0.000057
0.169843 0.005360 0.000055
0.173786 0.005430 0.000054
0.177728 0.005221 0.000053
0.181671 0.005310 0.000052
0.185613 0.005062 0.000052
0.189555 0.005139 0.000051
0.193498 0.005097 0.000050
0.197440 0.004933 0.000050
0.201383 0.004968 0.000049
0.205325 0.004904 0.000048
0.209268 0.004799 0.000048
0.213210 0.004873 0.000048
0.217809 0.004857 0.000040
0.223066 0.004745 0.000040
0.228323 0.004638 0.000039
0.233579 0.004732 0.000039
0.238836 0.004628 0.000038
0.244092 0.004457 0.000038
0.249349 0.004514 0.000037
0.254605 0.004363 0.000036
0.259862 0.004369 0.000036
0.265776 0.004271 0.000032
0.272346 0.004300 0.000031
0.278917 0.004086 0.000031
0.285488 0.003978 0.000030
0.292058 0.003989 0.000030
0.298629 0.003879 0.000030
0.305200 0.003827 0.000030
0.311770 0.003688 0.000030
0.318998 0.003673 0.000028
0.326883 0.003585 0.000027
0.334768 0.003498 0.000027
0.342653 0.003397 0.000027
0.350538 0.003284 0.000027
0.358422 0.003195 0.000026
0.366964 0.003082 0.000023
0.376163 0.003010 0.000023
0.385362 0.002921 0.000022
0.394561 0.002833 0.000023
0.403760 0.002714 0.000023
0.413616 0.002582 0.000021
0.424129 0.002466 0.000021
0.434643 0.002364 0.000021
0.445156 0.002259 0.000021
0.455669 0.002150 0.000021
0.466839 0.002123 0.000020
0.478666 0.001991 0.000020
0.490494 0.001868 0.000020
0.502321 0.001762 0.000020
0.514805 0.001664 0.000019
0.527947 0.001574 0.000020
0.541088 0.001443 0.000020
0.554886 0.001353 0.000019
0.569342 0.001252 0.000019
0.583797 0.001184 0.000019
0.598253 0.001030 0.000019
0.613366 0.000973 0.000018
0.629135 0.000927 0.000018
0.644905 0.000813 0.000021
0.661332 0.000773 0.000018
0.678416 0.000683 0.000017
0.696156 0.000580 0.000041
0.714554 0.000492 0.000043
0.732952 0.000487 0.000018
0.752007 0.000448 0.000032
0.771720 0.000372 0.000017
0.792089 0.000326 0.000098
0.813115 0.000320 0.000051
0.834798 0.000285 0.000020
0.857139 0.000298 0.000066
0.880136 0.000266 0.000034
0.903791 0.000253 0.000029
0.928102 0.000262 0.000027
0.953071 0.000276 0.000071
0.978697 0.000229 0.000032
1.004979 0.000260 0.000018
1.031919 0.000294 0.000014
1.060173 0.000312 0.000051
1.089084 0.000334 0.000278
1.118653 0.000294 0.000024
1.148878 0.000343 0.000024
1.179760 0.000382 0.000014
1.211957 0.000368 0.000014
1.245467 0.000415 0.000016
1.279635 0.000425 0.000025
1.314459 0.000415 0.000036
1.350598 0.000435 0.000010
1.388051 0.000464 0.000015
1.426818 0.000432 0.000024
1.466243 0.000460 0.000098
1.506324 0.000426 0.000015
1.547719 0.000437 0.000010
1.590429 0.000414 0.000010
1.634453 0.000416 0.000010
1.679790 0.000380 0.000009
1.726442 0.000371 0.000066
1.774409 0.000347 0.000013
1.823689 0.000355 0.000028
1.874940 0.000300 0.000011
1.928163 0.000290 0.000012
1.982700 0.000243 0.000013
2.038551 0.000218 0.000009
2.095716 0.000218 0.000018
2.154852 0.000200 0.000021
2.215960 0.000152 0.000208
2.279038 0.000130 0.000041
2.344088 0.000124 0.000166
2.410452 0.000094 0.000011
2.478788 0.000101 0.000020
2.549751 0.000073 0.000034
2.622686 0.000090 0.000025
2.697592 0.000082 0.000067
2.775126 0.000070 0.000209
2.854632 0.000068 0.000025
2.936109 0.000044 0.000023
3.003130 0.000065 0.000038
