# Rebinned data: 467461_SMA_5prc_RB.dat
# Original data: 467461_SMA_5prc.dat
# q I dI
0.008574 0.220600 0.005398
0.008771 0.218698 0.003734
0.009034 0.216333 0.003627
0.009297 0.215187 0.003593
0.009559 0.215864 0.003504
0.009822 0.216978 0.003418
0.010085 0.215796 0.003349
0.010348 0.214763 0.003262
0.010611 0.215159 0.003196
0.010874 0.213981 0.003112
0.011136 0.213763 0.003012
0.011399 0.212342 0.002914
0.011662 0.214803 0.002887
0.011925 0.214060 0.002798
0.012188 0.212299 0.002785
0.012451 0.213351 0.002741
0.012713 0.213151 0.002660
0.012976 0.215460 0.002563
0.013239 0.211964 0.002518
0.013502 0.213375 0.002475
0.013765 0.212615 0.002456
0.014028 0.213953 0.002400
0.014290 0.212321 0.002382
0.014553 0.213845 0.002360
0.014882 0.212890 0.001888
0.015276 0.212144 0.001856
0.015670 0.213503 0.001827
0.016064 0.211834 0.001798
0.016459 0.212651 0.001774
0.016853 0.212469 0.001744
0.017247 0.211602 0.001721
0.017641 0.212238 0.001696
0.018036 0.212130 0.001677
0.018430 0.211166 0.001654
0.018824 0.210542 0.001634
0.019218 0.211198 0.001615
0.019613 0.211532 0.001598
0.020007 0.210115 0.001572
0.020467 0.210619 0.001347
0.020992 0.210208 0.001326
0.021518 0.210595 0.001308
0.022044 0.210085 0.001291
0.022569 0.210151 0.001274
0.023095 0.210359 0.001261
0.023621 0.209003 0.001242
0.024146 0.209253 0.001226
0.024672 0.208765 0.001214
0.025263 0.208180 0.001069
0.025920 0.208479 0.001057
0.026578 0.208544 0.001040
0.027235 0.207796 0.001025
0.027892 0.207444 0.001014
0.028549 0.207476 0.001001
0.029206 0.206770 0.000987
0.029863 0.206302 0.000974
0.030586 0.205734 0.000896
0.031374 0.205281 0.000905
0.032163 0.205073 0.000905
0.032951 0.204294 0.000903
0.033740 0.204140 0.000900
0.034528 0.203969 0.000898
0.035382 0.202569 0.000814
0.036302 0.202209 0.000784
0.037222 0.201764 0.000766
0.038142 0.201176 0.000751
0.039062 0.199580 0.000744
0.040047 0.199580 0.000701
0.041099 0.198610 0.000696
0.042150 0.197721 0.000694
0.043201 0.196947 0.000689
0.044253 0.196006 0.000686
0.045370 0.193919 0.000646
0.046552 0.193293 0.000666
0.047735 0.191993 0.000676
0.048918 0.191281 0.000682
0.050166 0.189513 0.000650
0.051481 0.188438 0.000654
0.052795 0.186910 0.000656
0.054175 0.185360 0.000627
0.055620 0.183972 0.000625
0.057066 0.181903 0.000620
0.058511 0.179367 0.000618
0.060022 0.177472 0.000590
0.061599 0.175572 0.000585
0.063176 0.173249 0.000579
0.064819 0.170803 0.000550
0.066527 0.167867 0.000543
0.068302 0.165077 0.000517
0.070141 0.162056 0.000509
0.071981 0.158632 0.000503
0.073887 0.154999 0.000478
0.075858 0.151524 0.000471
0.077895 0.147847 0.000449
0.079997 0.143849 0.000441
0.082166 0.139700 0.000420
0.084400 0.135631 0.000413
0.086699 0.130904 0.000393
0.089065 0.126115 0.000385
0.091496 0.121575 0.000367
0.093993 0.115614 0.000372
0.096556 0.110975 0.000350
0.099184 0.106433 0.000338
0.101878 0.101366 0.000321
0.104703 0.095994 0.000312
0.107594 0.090778 0.000331
0.110551 0.085526 0.000313
0.113574 0.080554 0.000292
0.116662 0.075488 0.000271
0.119882 0.070603 0.000254
0.123233 0.065698 0.000241
0.126649 0.061035 0.000234
0.130132 0.056421 0.000222
0.133746 0.052203 0.000212
0.137491 0.047910 0.000202
0.141368 0.043981 0.000192
0.145310 0.040332 0.000187
0.149318 0.036834 0.000180
0.153458 0.033649 0.000172
0.157729 0.030525 0.000165
0.162131 0.027766 0.000158
0.166665 0.025138 0.000152
0.171330 0.022898 0.000147
0.176127 0.020798 0.000142
0.181055 0.018902 0.000148
0.186180 0.017213 0.000140
0.191502 0.015647 0.000129
0.196956 0.014313 0.000125
0.202541 0.013139 0.000121
0.208257 0.012088 0.000117
0.214171 0.011313 0.000113
0.220282 0.010575 0.000109
0.226590 0.009990 0.000105
0.233095 0.009453 0.000107
0.239731 0.009057 0.000113
0.246565 0.008725 0.000113
0.253661 0.008431 0.000119
0.260954 0.008301 0.000137
0.268445 0.008108 0.000146
0.276198 0.007988 0.000154
0.284149 0.007856 0.000166
0.292297 0.007858 0.000178
0.300707 0.007695 0.000190
0.309381 0.007702 0.000213
0.318317 0.007645 0.000246
0.327516 0.007423 0.000308
0.336123 0.007344 0.000513
